Year,State,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,Percent with all 12 months in FFS Medicaid,Percent with all 12 months in FFS Medicare,Percent with all 12 months with Medicare Part D coverage,Percent under 40 Years,Percent between 40-64 Years,Percent between 65-84 Years,Percent 85+ Years,Percent under 65 Years,Percent 65+ Years,Percent Female,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Asian or Pacific Islander,Percent American Indian or Alaska Native,Percent Other or Unknown Race,Percent of Medicare beneficiaries with benefits due to Old Age or Survivor's Insurance,Percent of Medicare beneficiaries with benefits due to Disability Insurance,Percent of Medicare beneficiaries with benefits due to ESRD with or without Disability Insurance,Percent of Medicaid enrollees with MAS - Receiving Cash or Section 1931,Percent of Medicaid enrollees with MAS - Medically Needy,Percent of Medicaid enrollees with MAS - Poverty Related,Percent of Medicaid enrollees with MAS - 1115 Demonstration Expansion,Percent of Medicaid enrollees with MAS - unclassified or unknown,Percent of Medicaid enrollees with BOE - Aged,Percent of Medicaid enrollees with BOE - Blind/Disabled,Percent of Medicaid enrollees with BOE - Child,Percent of Medicaid enrollees with BOE - Adult,Percent of Medicaid enrollees with BOE - Breast and Cervical Cancer Prevention Act,Percent of Medicaid enrollees with BOE - Other/Unknown,Percent of people with acquired hypothyroidism,Percent of people who have had a heart attack,Percent of people with Alzheimer's disease,Percent of people with Alzheimer's and related disorders,Percent of people with anemia,Percent of people with asthma,Percent of people with atrial fibrillation,Percent of people with cataracts,Percent of people with chronic kidney disease,Percent of people with chronic obstructive pulmonary disease,Percent of people with heart failure,Percent of people with diabetes,Percent of people with glaucoma,Percent of people with a hip fracture,Percent of people with high cholesterol,Percent of people with hypertension,Percent of people with ischemic heart disease,Percent of people with osteoporosis,Percent of people with arthritis,Percent of people with stroke or TIA,Percent of females with breast cancer,Percent of people with colorectal cancer,Percent of females with endometrial cancer,Percent of people with lung cancer,Percent of males with prostate cancer,Percent of males with benign prostatic hyperplasia,Percent of people with depression (any instance including bipolar episodes),Percent of people with Major Depressive Disorders,Percent of people with ADHD or other conduct disorders,Percent of people with anxiety,Percent of people with bipolar disorder,Percent of people with personality disorders,Percent of people with post-traumatic stress disorder,Percent of people with schizophrenia,Percent of people with schizophrenia or other psychotic disorders,Percent of people with tobacco use disorder,Percent of people with autism,Percent of people with cerebral palsy,Percent of people with cystic fibrosis or other metabolic developmental disorders,Percent of people with epilepsy,Percent of people with intellectual disabilities,Percent of people with learning disabilities,Percent of people with mobility impairments,Percent of people with multiple sclerosis and transverse myelitis,Percent of people with muscular dystrophy,Percent of people with deafness or other hearing impairment,Percent of people with blindness or other visual impairment,Percent of people with spina bifida or other congenital anomalies,Percent of people with a history of spinal cord injury,Percent of people with a history of traumatic brain injury,Percent of people with alcohol use disorder,Percent of people with drug use disorder,Percent of people with fibromyalgia or chronic pain,Percent of people with hepatitis a,Percent of people with hepatitis b (acute or unspecified),Percent of people with hepatitis b (chronic),Percent of people with hepatitis c (acute),Percent of people with hepatitis c (chronic),Percent of people with hepatitis c (unspecified),Percent of people with hepatitis d,Percent of people with hepatitis e,Percent of people with viral hepatitis (general),Percent of people with HIV/AIDS,Percent of people with leukemia or lymphoma,"Percent of people with liver disease, cirrhosis, or other liver condition",Percent of people with migraines or other chronic headaches,Percent of people with obesity,Percent of people with pressure ulcers or chronic ulcers,Percent of people with peripheral vascular disease,Percent of people with overarching opioid use disorder,Percent of people with opioid use disorder through diagnosis or procedure code,Percent of people with opioid use related hospitalization or ED visit,Percent of people with Medication Assistance Therapy,Percent of people with Sickle Cell Disease,Count of Acute IP Hospital Days - Medicare and Medicaid combined,Count of Acute IP Hospital Admissions - Medicare and Medicaid combined,Total dollars (Medicare and Medicaid) associated with IP hospital admissions,Count of Acute IP Hospital 30-day Readmissions - Medicare and Medicaid combined,Readmission Rate (% of admissions that are readmissions),Count of ED Visits - Medicare and Medicaid combined,"ED Visits per 1,000 enrollees",Percent with at least one Medicare or Medicaid Nursing Facility or non Facility-based Long-term Care Service (claim or assessment),Percent with at least one Medicare or Medicaid Residential Mental Health service,Percent with at least one Medicare or Medicaid Community Mental Health service,Number of FFS people who used Medicare IP Hospital services,Number of FFS people who used Medicare Other IP Hospital services,Number of FFS people who used Medicare Other facility-based post-acute care services,Number of FFS people who used Medicare SNF services,Number of FFS people who used Medicare home health services,Number of FFS people who used Medicare hospice services,Number of FFS people who used Medicare hospital outpatient services,Number of FFS people who used Medicare ESRD facility services,Number of FFS people who used Medicare RHC/FQHC clinic services,Number of FFS people who used Medicare outpatient therapy services,Number of FFS people who used Medicare Community Mental Health Clinic services,Number of FFS people who used Medicare ambulatory surgical center services,Number of FFS people who used Medicare Part B drugs,Number of FFS people who used Medicare physician evaluation & management services,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of FFS people who used Medicare Other Part B services,Number of people who used Medicare Part D prescription drugs,Number of people who were enrolled in Medicare managed care Part A or Part B,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Other facility-based post-acute care FFS payments,Total Medicare SNF FFS payments,Total Medicare home health FFS payments,Total Medicare hospice FFS payments,Total Medicare hospital outpatient FFS payments,Total Medicare ESRD facility FFS payments,Total Medicare RHC/FQHC clinic FFS payments,Total Medicare Outpatient Therapy FFS Payments,Total Medicare Community Mental Health Clinic FFS Payments,Total Medicare ambulatory surgical center FFS payments,Total Medicare Part B drug FFS payments,Total Medicare physician evaluation & management FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare laboratory/testing FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Other Part B FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Total Medicare managed care Part A premium payments,Total Medicare managed care Part B premium payments,Number of FFS people who used Medicaid waiver services (across all types of service),Number of FFS people who used Medicaid non-waiver services (across all types of service),Number of FFS people who used Medicaid IP Hospital services,Number of FFS people who used Medicaid mental health services,Number of FFS people who used Medicaid intermediate care facility services,Number of FFS people who used Medicaid nursing facility services,Number of FFS people who used Medicaid home health services,Number of FFS people who used Medicaid hospice services,Number of FFS people who used Medicaid hospital outpatient services,Number of FFS people who used Medicaid physician services,Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid personal care services,Number of FFS people who used Medicaid targeted case management services,Number of FFS people who used Medicaid clinic services,Number of FFS people who used Medicaid dental services,Number of FFS people who used Medicaid transportation services,Number of FFS people who used Medicaid other services,Number of people who used Medicaid managed care services,Total Medicaid FFS payments,Total waiver FFS payments (across all types of service),Total Medicaid non-waiver FFS payments (across all types of service),Total Medicaid IP Hospital FFS payments,Total Medicaid mental health FFS payments,Total Medicaid intermediate care facility FFS payments,Total Medicaid nursing facility FFS payments,Total Medicaid home health FFS payments,Total Medicaid hospice FFS payments,Total Medicaid hospital outpatient FFS payments,Total Medicaid physician FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid personal care payments,Total Medicaid targeted case management payments,Total Medicaid clinic payments,Total Medicaid dental payments,Total Medicaid transportation service payments,Total Medicaid other service payments,Total Medicaid managed care payments,Percent of Medicaid enrollees with Home and Community Based Services waiver payments,Percent of Medicaid enrollees without Home and Community Based Services waiver payments,Percent with Medicaid non facility-based long term care services (home health or Personal Care Services)
2006,National,Full Benefit,"6,658,396","6,111,263","3,828,000","2,283,263",64.60%,86.70%,99.20%,9.73%,28.40%,46.70%,15.10%,38.20%,61.80%,62.90%,37.10%,57.20%,19.30%,6.51%,14.90%,0.92%,1.20%,61.40%,37.20%,1.41%,50.10%,9.64%,12.60%,0.39%,27.30%,51.30%,42.70%,0.01%,0.89%,0.01%,5.08%,8.67%,1.10%,10.60%,21.70%,29.60%,6.77%,5.98%,14.80%,14.60%,16.30%,24.70%,32.70%,7.88%,1.52%,30.40%,54.40%,32.80%,6.86%,29.00%,6.68%,2.80%,1.10%,0.30%,0.87%,3.40%,8.18%,23.30%,23.40%,2.40%,13.00%,6.62%,1.92%,1.23%,7.58%,12.40%,8.72%,0.39%,1.34%,0.39%,3.38%,6.05%,0.19%,6.08%,0.91%,0.15%,4.54%,1.12%,0.36%,0.49%,0.77%,3.77%,3.78%,5.82%,0.05%,0.34%,0.30%,0.83%,1.38%,0.99%,0.03%,<0.01%,2.57%,1.15%,0.89%,3.62%,2.02%,7.81%,9.23%,17.00%,1.39%,1.14%,1.00%,0.15%,0.13%,"27,856,166","4,253,924","27,930,818,641","1,139,649",26.80%,"7,795,946","1,275.70",20.10%,3.08%,2.67%,"1,607,457","170,928","99,124","1,042,611","683,630","243,468","3,931,085","133,241","760,993","86,558","13,306","294,487","2,098,913","5,503,229","3,505,816","4,180,695","4,523,485","2,148,416","2,773,619","6,043,029","921,458","$103,162,132,872","$25,531,333,962","$2,054,722,214","$2,752,924,318","$8,646,476,282","$3,968,844,938","$2,877,104,861","$4,860,512,629","$2,882,471,810","$303,133,639","$139,611,435","$138,009,903","$222,653,396","$1,495,682,777","$6,023,661,866","$3,130,448,748","$1,811,653,648.00 ","$1,425,527,639","$2,425,641,187","$2,029,250,600","$22,267,961,028","$4,221,420,989","$3,953,126,254","504,532","5,936,774","958,495","871,522","65,515","1,263,521","364,637","96,731","2,196,908","3,861,684","2,378,815","2,066,766","3,668,573","649,095","380,941","1,143,488","1,224,880","1,237,301","2,897,997","2,940,627","$85,044,246,114","$9,188,344,738","$75,855,955,054","$2,399,484,679","$2,168,795,400","$7,479,532,733","$39,129,877,035","$2,277,615,089","$1,150,338,760","$843,049,124","$871,690,496","$367,071,855","$1,158,437,826","$1,384,971,687","$6,660,915,505","$567,537,224","$801,943,674","$298,838,731","$784,904,589","$16,699,295,385","$4,249,936,621",9.41%,36.30%,19.90%
2006,National,Partial Benefit,"1,794,642","1,777,803","1,088,606","689,197",95.00%,83.80%,97.00%,5.18%,32.30%,54.50%,8.07%,37.50%,62.50%,61.30%,38.70%,65.00%,21.80%,1.21%,10.80%,0.65%,0.53%,62.20%,36.60%,1.15%,0.70%,0.93%,84.20%,0.61%,13.50%,55.50%,33.40%,<0.01%,0.06%,<0.01%,11.00%,5.82%,0.90%,2.18%,5.67%,18.00%,5.04%,4.35%,11.30%,10.10%,13.60%,16.60%,27.20%,6.12%,0.52%,30.00%,47.10%,27.20%,3.94%,23.50%,3.40%,2.84%,0.94%,0.28%,0.92%,3.01%,5.27%,15.20%,14.50%,0.55%,9.67%,4.31%,1.12%,0.80%,3.86%,5.14%,9.67%,0.03%,0.18%,0.23%,1.43%,0.57%,0.03%,2.06%,0.48%,0.07%,1.68%,0.42%,0.13%,0.22%,0.29%,3.01%,2.75%,5.61%,0.03%,0.20%,0.15%,0.69%,1.14%,0.89%,0.01%,<0.01%,2.00%,1.10%,0.80%,2.85%,1.85%,6.73%,4.10%,8.66%,0.98%,0.79%,0.78%,0.08%,0.09%,"4,299,697","800,624","5,175,595,581","193,981",24.20%,"1,637,102",920.90,1.55%,1.69%,1.10%,"358,102","30,297","23,109","62,454","168,453","32,196","1,005,250","26,624","226,130","24,492","3,969","104,853","637,910","1,327,289","800,551","1,026,708","1,109,356","561,060","530,061","1,527,165","433,758","$21,151,914,917","$4,997,218,317","$307,858,475","$541,573,535","$536,947,745","$919,906,817","$346,499,169","$1,262,750,509","$592,625,674","$77,075,330","$34,894,916","$41,497,607","$77,382,769","$367,508,892","$1,088,185,213","$758,604,447","$439,195,634.00 ","$325,688,199","$627,988,739","$257,045,870","$3,842,265,284","$1,929,325,912","$1,779,881,612","4,273","651,104","131,020","67,612",240,"19,780","12,923","1,509","272,089","462,880","291,053","144,486","114,607","5,269","11,929","123,058","21,230","71,984","232,736","106,144","$1,043,881,184","$23,305,127","$1,020,577,281","$178,377,264","$38,420,586","$15,572,120","$183,095,458","$11,634,534","$10,456,466","$100,919,227","$125,100,123","$55,329,858","$44,573,860","$66,893,633","$25,134,170","$11,943,236","$39,619,512","$6,666,429","$15,274,245","$114,871,687","$51,567,102",0.50%,7.77%,1.40%
2006,National,Medicare Only,"37,165,285","28,517,682","15,573,890","12,943,789",.,76.50%,43.40%,1.01%,10.20%,76.60%,12.20%,11.20%,88.80%,54.10%,45.90%,83.50%,7.50%,1.66%,6.10%,0.31%,0.96%,88.70%,10.90%,0.40%,.,.,.,.,.,.,.,.,.,.,.,6.78%,0.87%,3.70%,7.85%,18.80%,3.40%,7.40%,22.20%,8.88%,9.61%,14.70%,22.30%,10.00%,0.78%,38.80%,50.30%,30.10%,5.82%,24.40%,3.68%,4.87%,1.36%,0.39%,1.00%,7.50%,11.10%,8.77%,8.10%,0.16%,4.81%,1.00%,0.19%,0.19%,0.54%,1.68%,3.21%,0.01%,0.05%,0.28%,0.65%,0.10%,0.01%,1.64%,0.35%,0.03%,2.62%,0.29%,0.10%,0.16%,0.29%,0.95%,0.64%,4.62%,0.02%,0.06%,0.05%,0.14%,0.25%,0.16%,<0.01%,<0.01%,0.52%,0.13%,1.18%,2.10%,0.83%,3.19%,3.57%,8.96%,0.22%,0.16%,0.18%,0.01%,0.02%,"42,069,862","8,079,102","71,672,656,675","1,400,547",17.30%,"13,003,452",456.00,0.19%,0.36%,0.02%,"5,460,155","147,293","360,028","1,423,952","2,170,556","667,413","17,134,208","172,173","1,620,691","522,167","3,928","2,682,604","14,729,224","24,989,452","16,999,186","19,184,205","21,459,890","7,216,029","9,706,220","14,525,219","7,139,283","$259,669,947,014","$71,672,656,675","$1,560,465,756","$7,229,572,324","$12,601,311,123","$9,093,892,612","$6,024,611,817","$18,524,950,097","$3,275,735,339","$457,973,816","$470,207,348","$36,654,170","$1,888,518,620","$6,869,236,129","$17,776,964,674","$14,980,867,918","$8,520,043,518.00 ","$5,661,535,012","$5,174,964,175","$3,414,883,486","$14,065,535,486","$25,546,108,295","$24,823,293,480",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2006,National,Medicaid Only (Disability),"5,229,737","2,395,601","1,182,861","1,212,626",45.80%,.,.,53.10%,46.20%,.,.,99.30%,.,50.30%,49.70%,45.80%,27.10%,2.45%,8.33%,1.06%,2.45%,.,.,.,76.40%,3.03%,4.67%,0.48%,15.50%,0.14%,89.90%,0.88%,0.61%,0.56%,7.89%,2.36%,0.43%,0.27%,1.60%,8.85%,5.90%,0.80%,2.28%,4.80%,6.00%,5.98%,13.00%,1.82%,0.20%,7.18%,17.20%,8.65%,0.54%,6.14%,1.80%,2.03%,0.39%,0.19%,0.67%,0.31%,0.65%,10.50%,15.50%,7.35%,8.97%,7.95%,1.82%,1.84%,7.00%,8.71%,6.99%,2.08%,2.82%,0.33%,3.66%,7.38%,2.59%,2.77%,0.58%,0.25%,1.59%,0.35%,1.03%,0.41%,0.49%,5.60%,6.21%,2.39%,0.03%,0.27%,0.23%,0.87%,1.74%,1.29%,0.01%,<0.01%,3.05%,2.21%,0.65%,2.58%,1.86%,4.11%,2.40%,1.91%,2.29%,2.13%,1.41%,0.24%,0.45%,"10,382,469","1,591,500","14,050,841,825","772,453",48.50%,"2,591,688","1,081.90",3.71%,1.02%,4.78%,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,$0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"177,231","4,436,317","839,573","1,630,557","34,076","130,949","249,990","32,176","2,383,085","3,300,582","3,140,243","1,737,274","3,796,825","209,069","571,716","1,268,868","1,142,954","918,547","2,039,100","3,477,054","$50,911,074,512","$4,078,898,954","$59,981,690,063","$14,050,841,825","$4,548,775,637","$3,925,231,078","$4,387,933,393","$1,626,202,684","$334,984,667","$2,377,504,420","$2,795,720,256","$1,997,027,836","$1,695,261,892","$12,072,713,254","$2,086,505,544","$714,657,927","$1,381,770,702","$326,524,676","$586,084,139","$9,152,343,693","$9,936,064,812",4.96%,43.30%,11.60%
2006,AK,Full Benefit,"12,811","12,805","7,206","5,599",99.10%,99.70%,99.50%,11.40%,32.90%,47.20%,8.39%,44.40%,55.60%,56.30%,43.70%,51.30%,4.05%,8.16%,3.79%,31.30%,1.39%,55.30%,43.50%,1.16%,83.60%,*,*,*,16.40%,47.40%,47.20%,*,0.43%,*,4.93%,5.19%,0.79%,4.44%,12.80%,19.50%,6.18%,4.71%,9.61%,10.80%,14.80%,15.10%,24.10%,5.12%,0.78%,19.80%,40.40%,19.40%,4.19%,22.60%,3.03%,3.29%,1.16%,0.31%,1.08%,2.14%,5.73%,19.40%,18.90%,1.84%,11.80%,6.15%,2.30%,2.83%,7.93%,10.60%,16.40%,0.48%,1.23%,0.24%,2.01%,4.40%,0.23%,5.27%,1.30%,0.12%,7.86%,0.88%,0.43%,0.49%,0.67%,7.67%,6.43%,5.86%,0.09%,0.23%,0.37%,1.07%,2.15%,1.77%,*,*,3.60%,0.61%,0.74%,3.61%,2.31%,7.95%,5.20%,5.18%,1.96%,1.50%,1.26%,0.19%,*,"45,233","7,980","62,619,647","2,102",26.30%,"14,774","1,153.80",8.50%,1.43%,12.60%,"3,003",167,56,511,778,147,"9,587",170,"1,496",172,*,556,"2,683","10,748","5,550","7,778","7,302","4,070","3,593","10,774",85,"$176,662,007","$60,138,842","$2,386,330","$1,243,007","$6,332,452","$3,556,059","$1,297,734","$17,587,292","$3,777,431","$579,378",*,*,"$445,359","$2,102,090","$7,151,264","$5,329,674","$2,653,722.00 ","$1,704,613","$3,646,178","$5,023,295","$51,188,954","$201,068","$195,830","2,669","12,042","2,103","2,887",*,"1,086",16,*,"6,839","9,532","7,640","6,873","3,929","2,988","2,652","5,080","1,677","4,534","6,306",157,"$232,941,099","$39,313,549","$193,627,550","$2,480,805","$10,055,503",*,"$59,794,217","$33,325",*,"$3,888,009","$3,835,489","$1,610,545","$5,276,673","$2,522,116","$62,443,358","$5,261,759","$4,123,638","$770,990","$8,918,537","$61,926,135","$123,336",18.60%,5.07%,31.40%
2006,AK,Partial Benefit,283,283,154,129,97.20%,99.30%,85.20%,*,*,64.00%,5.30%,30.70%,69.30%,54.40%,45.60%,57.60%,*,*,*,33.60%,*,69.30%,*,*,5.30%,*,*,*,20.50%,47.30%,32.50%,*,*,*,20.10%,4.59%,*,*,6.36%,16.30%,4.95%,4.24%,8.13%,6.36%,15.20%,12.70%,20.50%,*,*,21.20%,39.90%,18.40%,5.30%,29.00%,*,*,*,*,*,*,*,13.10%,11.30%,*,8.13%,4.59%,*,*,3.89%,4.24%,12.70%,*,*,*,*,*,*,*,*,*,4.59%,*,*,*,*,4.95%,*,4.59%,*,*,*,*,*,*,*,*,*,*,*,*,*,8.83%,*,3.89%,*,*,*,*,*,435,88,"1,037,133",17,19.30%,177,625.40,*,*,*,56,*,*,*,*,*,202,*,29,*,*,*,63,218,114,162,158,68,72,174,15,"$2,670,020","$1,037,133",*,*,*,*,*,"$393,714",*,"$8,769",*,*,*,*,"$117,615","$114,669","$48,687.00 ","$30,130","$31,156","$172,178","$439,338","$30,646","$28,132",*,52,*,*,*,*,*,*,21,31,*,*,11,*,*,*,*,*,*,*,"$117,796",*,*,*,*,*,*,*,*,"$12,245","$8,076",*,*,"$4,683",*,*,*,*,*,*,*,*,3.89%,*
2006,AK,Medicare Only,"44,058","39,788","19,532","20,256",.,90.30%,21.20%,1.01%,10.10%,81.30%,7.58%,11.10%,88.90%,48.40%,51.60%,80.30%,2.37%,2.00%,1.60%,12.40%,1.30%,88.80%,10.80%,0.45%,.,.,.,.,.,.,.,.,.,.,.,4.70%,0.56%,2.27%,5.80%,12.50%,2.80%,6.53%,13.50%,6.55%,7.09%,10.20%,17.00%,7.49%,0.48%,24.70%,36.40%,19.40%,3.43%,19.10%,2.42%,4.68%,1.16%,0.36%,0.92%,6.08%,8.45%,6.44%,5.44%,0.13%,2.99%,0.72%,0.15%,0.26%,0.36%,1.07%,4.19%,*,*,0.12%,0.43%,0.07%,*,1.35%,0.36%,*,2.48%,0.18%,0.07%,0.13%,0.20%,1.38%,0.74%,3.16%,*,0.03%,0.07%,0.08%,0.29%,0.19%,*,*,0.54%,0.06%,1.03%,1.64%,0.71%,3.15%,2.21%,4.41%,0.28%,0.19%,0.22%,*,*,"43,400","8,195","106,180,867","1,146",14.00%,"15,783",396.70,*,0.13%,0.05%,"6,072",61,166,636,"1,484",346,"23,802",171,"1,891",473,*,"2,684","13,172","31,927","18,284","23,303","24,538","6,872","8,364","7,535",316,"$239,192,742","$106,180,867","$1,034,322","$3,180,777","$7,781,236","$6,082,842","$2,779,060","$34,148,924","$3,103,238","$501,949",*,*,"$1,859,379","$5,472,342","$14,892,541","$16,438,057","$9,220,556.00 ","$5,254,558","$4,454,797","$5,782,686","$8,973,721","$878,241","$882,591",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2006,AK,Medicaid Only (Disability),"8,538","8,538","4,339","4,199",100.00%,.,.,50.00%,48.60%,.,.,98.50%,.,50.80%,49.20%,52.40%,6.17%,7.79%,*,27.90%,*,.,.,.,81.30%,*,1.70%,*,17.00%,0.15%,89.80%,0.96%,0.25%,1.09%,7.72%,1.96%,0.26%,0.15%,1.64%,6.37%,3.37%,0.73%,2.13%,3.21%,4.92%,3.65%,10.40%,1.99%,0.14%,5.00%,11.50%,4.44%,0.62%,9.77%,1.14%,2.37%,0.29%,*,0.63%,0.29%,0.76%,12.60%,15.00%,6.69%,12.50%,8.51%,2.37%,5.59%,9.02%,10.70%,4.79%,4.22%,3.84%,0.56%,3.58%,7.41%,3.75%,3.29%,0.83%,0.36%,3.68%,0.32%,1.50%,0.36%,0.67%,8.01%,5.15%,3.81%,*,0.14%,0.26%,1.02%,2.37%,1.59%,*,*,4.13%,0.95%,0.68%,2.05%,2.18%,2.86%,1.63%,0.57%,1.28%,1.17%,0.37%,0.22%,*,"15,506","2,152","34,224,695",872,40.50%,"2,894",339.00,3.40%,0.47%,20.50%,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,$0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,629","7,895","1,324","3,233",*,146,219,25,"4,083","6,324","5,838","3,946","6,859","1,234","1,691","3,467","2,022","2,325","3,882",191,"$171,294,955","$30,037,895","$200,281,251","$34,224,695","$27,136,532",*,"$8,343,336","$675,850",*,"$10,887,898","$13,614,321","$7,407,410","$6,645,244","$37,052,495","$23,025,783","$2,697,649","$8,087,994","$982,495","$6,342,953","$43,007,825","$221,504",12.80%,4.78%,25.90%
2006,AL,Full Benefit,"97,042","89,569","61,106","28,463",91.50%,87.60%,99.70%,12.30%,30.30%,41.50%,16.00%,42.50%,57.50%,68.60%,31.40%,53.90%,44.40%,0.68%,0.54%,0.11%,0.40%,57.00%,41.50%,1.49%,70.50%,*,0.58%,*,28.90%,36.60%,61.40%,*,0.08%,*,2.00%,7.74%,1.06%,13.20%,23.60%,28.60%,6.29%,5.80%,12.40%,13.80%,18.20%,25.70%,32.20%,7.09%,1.93%,23.30%,57.70%,27.30%,5.26%,31.30%,7.71%,2.34%,0.92%,0.22%,0.76%,3.03%,4.80%,17.60%,18.80%,1.33%,10.70%,4.77%,1.39%,0.50%,6.49%,12.60%,9.65%,0.17%,1.30%,0.32%,3.25%,6.21%,0.07%,5.81%,0.48%,0.14%,1.88%,1.02%,0.36%,0.65%,0.60%,3.08%,3.56%,4.97%,0.04%,0.09%,0.09%,0.41%,0.70%,0.57%,*,*,1.27%,0.57%,0.65%,2.64%,2.68%,6.97%,7.50%,12.50%,1.16%,0.92%,0.91%,0.12%,0.25%,"433,133","72,563","331,782,531","16,153",22.30%,"116,005","1,295.10",23.40%,2.82%,3.67%,"26,086","2,755","1,008","19,030","9,452","5,462","58,667","1,870","13,875",500,119,"3,389","32,236","81,493","50,095","63,377","68,511","32,369","41,130","89,113","12,493","$1,310,391,819","$306,781,028","$27,898,630","$24,649,860","$134,086,108","$45,631,846","$76,099,282","$52,439,116","$42,231,468","$4,419,976","$394,238","$975,605","$2,359,716","$23,911,634","$66,456,648","$36,630,304","$21,734,812.00 ","$16,400,305","$28,821,013","$28,927,693","$273,097,394","$50,326,729","$46,118,810","2,378","88,108","22,007","10,144",192,"22,265","17,446","2,997","5,298","68,507","48,589","16,863","47,878",40,"6,647","15,262",304,"15,965","32,599","21,712","$1,118,918,005","$93,587,023","$1,025,349,737","$25,001,503","$36,653,109","$21,882,867","$709,800,356","$13,874,032","$40,344,081","$1,141,577","$26,952,439","$7,777,585","$3,028,565","$9,771,349","$124,137","$9,107,036","$22,886,164","$103,630","$7,835,559","$182,652,771","$6,562,107",9.97%,16.50%,22.80%
2006,AL,Partial Benefit,"100,155","97,880","64,450","33,430",97.00%,77.50%,97.30%,4.32%,29.80%,55.50%,10.40%,34.20%,65.80%,66.00%,34.00%,64.10%,34.90%,0.18%,0.43%,0.09%,0.22%,65.50%,33.30%,1.15%,0.22%,*,93.40%,*,6.41%,62.50%,31.40%,*,0.01%,*,6.10%,5.45%,0.87%,3.41%,7.38%,18.90%,4.35%,5.09%,11.20%,9.66%,13.80%,18.50%,26.60%,5.70%,0.69%,27.20%,49.90%,26.40%,3.68%,26.60%,4.07%,2.49%,0.87%,0.18%,0.87%,3.68%,4.74%,10.30%,10.00%,0.27%,6.87%,2.50%,0.60%,0.29%,2.54%,3.91%,8.03%,*,0.12%,0.13%,1.23%,0.35%,0.03%,2.10%,0.27%,0.04%,1.46%,0.37%,0.12%,0.27%,0.19%,1.95%,2.03%,4.90%,0.02%,0.08%,0.06%,0.33%,0.62%,0.44%,*,*,1.05%,0.51%,0.64%,2.23%,1.82%,5.12%,3.65%,8.05%,0.79%,0.62%,0.65%,0.06%,0.08%,"256,457","47,575","266,412,123","9,360",19.70%,"74,694",763.10,1.56%,1.22%,0.80%,"21,818","1,218","1,042","4,067","9,505","4,080","52,393","1,455","12,471",614,87,"4,781","40,041","70,525","45,986","56,872","62,258","31,712","29,165","87,807","30,939","$1,163,672,693","$255,528,256","$11,863,184","$20,853,980","$33,163,322","$46,274,389","$60,870,774","$52,386,813","$33,311,861","$3,570,814","$516,938","$566,281","$3,470,907","$20,522,966","$50,690,752","$39,456,315","$23,479,576.00 ","$15,666,072","$29,693,404","$11,937,148","$183,327,178","$139,648,444","$126,873,804",17,"37,172","9,259",377,*,"1,365","7,316",59,"1,856","33,208","22,030","1,278","1,493",15,154,"6,293",53,"5,655","7,815","12,356","$56,171,940","$174,474","$55,997,466","$10,883,867","$627,188",*,"$8,918,533","$2,566,283","$298,435","$383,267","$14,946,190","$3,829,282","$396,036","$720,248","$81,670","$118,312","$8,548,067",*,"$2,190,555","$1,436,849","$528,922",0.12%,12.50%,7.34%
